date,sales,units_sold,is_promotion,is_holiday_season
2024-02-18,1380.14,28,0,0
2024-02-19,1221.51,26,0,0
2024-02-20,1182.49,23,0,0
2024-02-21,1128.35,23,0,0
2024-02-22,1163.94,23,0,0
2024-02-23,1540.35,33,0,0
2024-02-24,1501.28,32,0,0
2024-02-25,1541.3,32,0,0
2024-02-26,1320.11,26,0,0
2024-02-27,1110.53,21,0,0
2024-02-28,1305.85,26,0,0
2024-02-29,1217.9,25,0,0
2024-03-01,1450.53,30,0,0
2024-03-02,1421.8,28,0,0
2024-03-03,1513.02,32,0,0
2024-03-04,1281.94,25,0,0
2024-03-05,1221.15,25,0,0
2024-03-06,1325.64,26,0,0
2024-03-07,1146.38,23,0,0
2024-03-08,1548.6,31,0,0
2024-03-09,1456.69,30,0,0
2024-03-10,1586.83,32,0,0
2024-03-11,1305.84,26,0,0
2024-03-12,1227.62,25,0,0
2024-03-13,1093.87,22,0,0
2024-03-14,1273.8,26,0,0
2024-03-15,1615.64,32,0,0
2024-03-16,1617.72,35,0,0
2024-03-17,1688.48,33,0,0
2024-03-18,1207.51,25,0,0
2024-03-19,1323.01,27,0,0
2024-03-20,1359.66,29,0,0
2024-03-21,1172.38,25,0,0
2024-03-22,1638.87,34,0,0
2024-03-23,1576.89,32,0,0
2024-03-24,1615.63,31,0,0
2024-03-25,1324.08,27,0,0
2024-03-26,1273.32,25,0,0
2024-03-27,1264.55,25,0,0
2024-03-28,1314.65,26,0,0
2024-03-29,1555.64,31,0,0
2024-03-30,1560.05,32,0,0
2024-03-31,1710.33,33,0,0
2024-04-01,1250.71,24,0,0
2024-04-02,1374.86,29,0,0
2024-04-03,1364.99,28,0,0
2024-04-04,1222.28,25,0,0
2024-04-05,1619.81,33,0,0
2024-04-06,1781.42,35,0,0
2024-04-07,1602.8,33,0,0
2024-04-08,1320.52,25,0,0
2024-04-09,1386.74,27,0,0
2024-04-10,1412.15,28,0,0
2024-04-11,1345.26,26,0,0
2024-04-12,1656.3,32,0,0
2024-04-13,1833.33,37,0,0
2024-04-14,1865.05,38,0,0
2024-04-15,1443.43,29,0,0
2024-04-16,1385.34,27,0,0
2024-04-17,1326.91,27,0,0
2024-04-18,1328.56,28,0,0
2024-04-19,1782.13,37,0,0
2024-04-20,1777.26,36,0,0
2024-04-21,1867.17,38,0,0
2024-04-22,1444.62,27,0,0
2024-04-23,1296.91,27,0,0
2024-04-24,1479.37,29,0,0
2024-04-25,1338.28,26,0,0
2024-04-26,1730.69,33,0,0
2024-04-27,1790.51,37,0,0
2024-04-28,1949.0,39,0,0
2024-04-29,2854.2,57,1,0
2024-04-30,1466.86,30,0,0
2024-05-01,1413.52,29,0,0
2024-05-02,1467.66,29,0,0
2024-05-03,1869.84,41,0,0
2024-05-04,1765.12,35,0,0
2024-05-05,1958.67,40,0,0
2024-05-06,1457.16,30,0,0
2024-05-07,1479.2,28,0,0
2024-05-08,1494.06,31,0,0
2024-05-09,1479.05,31,0,0
2024-05-10,1889.93,36,0,0
2024-05-11,1760.91,37,0,0
2024-05-12,1769.27,37,0,0
2024-05-13,1378.26,28,0,0
2024-05-14,1492.97,30,0,0
2024-05-15,1520.19,31,0,0
2024-05-16,1499.03,32,0,0
2024-05-17,1988.27,42,0,0
2024-05-18,1836.89,39,0,0
2024-05-19,1901.62,39,0,0
2024-05-20,1393.7,28,0,0
2024-05-21,1447.64,30,0,0
2024-05-22,1529.62,34,0,0
2024-05-23,2455.93,49,1,0
2024-05-24,1825.34,38,0,0
2024-05-25,1848.24,37,0,0
2024-05-26,1716.18,35,0,0
2024-05-27,1460.89,29,0,0
2024-05-28,1555.42,32,0,0
2024-05-29,1533.64,31,0,0
2024-05-30,1529.7,32,0,0
2024-05-31,1871.99,39,0,0
2024-06-01,1869.84,37,0,0
2024-06-02,1809.18,37,0,0
2024-06-03,1550.47,32,0,0
2024-06-04,1531.0,34,0,0
2024-06-05,1537.61,34,0,0
2024-06-06,1462.38,31,0,0
2024-06-07,1676.5,35,0,0
2024-06-08,1983.28,43,0,0
2024-06-09,1836.38,39,0,0
2024-06-10,1441.14,29,0,0
2024-06-11,1559.28,33,0,0
2024-06-12,1478.32,33,0,0
2024-06-13,1588.63,34,0,0
2024-06-14,1944.98,43,0,0
2024-06-15,1952.14,43,0,0
2024-06-16,1759.43,38,0,0
2024-06-17,1602.87,35,0,0
2024-06-18,1531.55,35,0,0
2024-06-19,1484.33,32,0,0
2024-06-20,1523.48,34,0,0
2024-06-21,1723.25,41,0,0
2024-06-22,1930.21,39,0,0
2024-06-23,1794.46,38,0,0
2024-06-24,1411.25,31,0,0
2024-06-25,1398.5,31,0,0
2024-06-26,1597.98,37,0,0
2024-06-27,1466.12,31,0,0
2024-06-28,2037.18,42,0,0
2024-06-29,1841.23,40,0,0
2024-06-30,1730.19,37,0,0
2024-07-01,1428.62,31,0,0
2024-07-02,1606.26,37,0,0
2024-07-03,1500.63,34,0,0
2024-07-04,1470.55,33,0,0
2024-07-05,1904.52,43,0,0
2024-07-06,1936.12,44,0,0
2024-07-07,1993.47,45,0,0
2024-07-08,2674.47,60,1,0
2024-07-09,2418.23,54,1,0
2024-07-10,2157.05,50,1,0
2024-07-11,1476.29,34,0,0
2024-07-12,1907.74,45,0,0
2024-07-13,1791.38,39,0,0
2024-07-14,1790.83,44,0,0
2024-07-15,1529.48,34,0,0
2024-07-16,1498.89,33,0,0
2024-07-17,1503.86,35,0,0
2024-07-18,1443.31,36,0,0
2024-07-19,1852.11,43,0,0
2024-07-20,1785.56,41,0,0
2024-07-21,1953.63,47,0,0
2024-07-22,1572.27,37,0,0
2024-07-23,1355.58,30,0,0
2024-07-24,1422.59,32,0,0
2024-07-25,1378.86,33,0,0
2024-07-26,1800.48,44,0,0
2024-07-27,1851.14,44,0,0
2024-07-28,1722.19,40,0,0
2024-07-29,1415.28,33,0,0
2024-07-30,1407.48,34,0,0
2024-07-31,1495.37,34,0,0
2024-08-01,1483.27,33,0,0
2024-08-02,1778.67,41,0,0
2024-08-03,1859.08,44,0,0
2024-08-04,1789.96,43,0,0
2024-08-05,1450.18,35,0,0
2024-08-06,1590.87,36,0,0
2024-08-07,1564.14,38,0,0
2024-08-08,1368.59,33,0,0
2024-08-09,1902.63,45,0,0
2024-08-10,1898.0,46,0,0
2024-08-11,1716.56,43,0,0
2024-08-12,1514.1,36,0,0
2024-08-13,1563.83,38,0,0
2024-08-14,1368.38,32,0,0
2024-08-15,1380.9,34,0,0
2024-08-16,1897.9,44,0,0
2024-08-17,1827.32,46,0,0
2024-08-18,1849.28,42,0,0
2024-08-19,1461.61,38,0,0
2024-08-20,1462.54,35,0,0
2024-08-21,1336.9,32,0,0
2024-08-22,1504.03,38,0,0
2024-08-23,1887.37,45,0,0
2024-08-24,1759.26,41,0,0
2024-08-25,1772.36,47,0,0
2024-08-26,1309.62,31,0,0
2024-08-27,1451.76,39,0,0
2024-08-28,1452.94,37,0,0
2024-08-29,1405.29,32,0,0
2024-08-30,1857.34,47,0,0
2024-08-31,1725.54,44,0,0
2024-09-01,1800.63,45,0,0
2024-09-02,1326.73,30,0,0
2024-09-03,1393.4,37,0,0
2024-09-04,1379.92,35,0,0
2024-09-05,1404.71,33,0,0
2024-09-06,1700.55,39,0,0
2024-09-07,1717.41,43,0,0
2024-09-08,1796.21,47,0,0
2024-09-09,1346.85,31,0,0
2024-09-10,1263.49,30,0,0
2024-09-11,1490.69,36,0,0
2024-09-12,1462.16,37,0,0
2024-09-13,1595.53,40,0,0
2024-09-14,1760.55,44,0,0
2024-09-15,1655.27,41,0,0
2024-09-16,1373.12,32,0,0
2024-09-17,1372.04,33,0,0
2024-09-18,1333.21,35,0,0
2024-09-19,1293.15,31,0,0
2024-09-20,1620.51,40,0,0
2024-09-21,1597.84,39,0,0
2024-09-22,1601.16,38,0,0
2024-09-23,1328.91,35,0,0
2024-09-24,1282.66,32,0,0
2024-09-25,1372.41,35,0,0
2024-09-26,1422.49,38,0,0
2024-09-27,1603.27,40,0,0
2024-09-28,1667.0,38,0,0
2024-09-29,1684.47,45,0,0
2024-09-30,1342.6,34,0,0
2024-10-01,1313.54,32,0,0
2024-10-02,1353.99,34,0,0
2024-10-03,1333.86,33,0,0
2024-10-04,1523.76,40,0,0
2024-10-05,1690.91,42,0,0
2024-10-06,1688.45,43,0,0
2024-10-07,1241.14,34,0,0
2024-10-08,1289.85,31,0,0
2024-10-09,1328.34,32,0,0
2024-10-10,1268.1,32,0,0
2024-10-11,2561.97,63,1,0
2024-10-12,1783.09,43,0,0
2024-10-13,1528.49,38,0,0
2024-10-14,1182.27,29,0,0
2024-10-15,1286.38,32,0,0
2024-10-16,1309.94,31,0,0
2024-10-17,1246.98,31,0,0
2024-10-18,1687.82,42,0,0
2024-10-19,1464.99,38,0,0
2024-10-20,1620.99,40,0,0
2024-10-21,1212.81,31,0,0
2024-10-22,1355.35,34,0,0
2024-10-23,1369.53,35,0,0
2024-10-24,1195.23,31,0,0
2024-10-25,1507.82,35,0,0
2024-10-26,1613.79,38,0,0
2024-10-27,1514.3,35,0,0
2024-10-28,1230.12,32,0,0
2024-10-29,1232.08,30,0,0
2024-10-30,1110.27,29,0,0
2024-10-31,1224.98,31,0,0
2024-11-01,1993.52,51,0,1
2024-11-02,2010.12,47,0,1
2024-11-03,2205.7,55,0,1
2024-11-04,1539.63,36,0,1
2024-11-05,1706.66,41,0,1
2024-11-06,1614.34,36,0,1
2024-11-07,1611.56,42,0,1
2024-11-08,2120.27,49,0,1
2024-11-09,2071.0,48,0,1
2024-11-10,2091.18,53,0,1
2024-11-11,1702.65,40,0,1
2024-11-12,1594.73,38,0,1
2024-11-13,1569.65,38,0,1
2024-11-14,1529.17,38,0,1
2024-11-15,1935.03,48,0,1
2024-11-16,2312.81,52,0,1
2024-11-17,2138.24,51,0,1
2024-11-18,1499.68,35,0,1
2024-11-19,1500.14,37,0,1
2024-11-20,1643.11,41,0,1
2024-11-21,1646.48,38,0,1
2024-11-22,2056.0,52,0,1
2024-11-23,1973.49,48,0,1
2024-11-24,1984.43,47,0,1
2024-11-25,1622.19,38,0,1
2024-11-26,1601.4,38,0,1
2024-11-27,1416.38,33,0,1
2024-11-28,1573.56,36,0,1
2024-11-29,2968.2,68,1,1
2024-11-30,3539.6,86,1,1
2024-12-01,3864.79,92,1,1
2024-12-02,2563.43,58,1,1
2024-12-03,1561.55,36,0,1
2024-12-04,1658.65,41,0,1
2024-12-05,1623.04,37,0,1
2024-12-06,2021.72,51,0,1
2024-12-07,2039.42,47,0,1
2024-12-08,2182.16,48,0,1
2024-12-09,1493.02,36,0,1
2024-12-10,1619.6,39,0,1
2024-12-11,1508.57,34,0,1
2024-12-12,1625.56,40,0,1
2024-12-13,1886.07,44,0,1
2024-12-14,1935.57,44,0,1
2024-12-15,1947.7,46,0,1
2024-12-16,1658.78,38,0,1
2024-12-17,1654.45,37,0,1
2024-12-18,1483.55,33,0,1
2024-12-19,1586.81,36,0,1
2024-12-20,2261.85,52,0,1
2024-12-21,2198.22,49,0,1
2024-12-22,2321.28,53,0,1
2024-12-23,1849.25,41,0,1
2024-12-24,2107.15,48,0,1
2024-12-25,1920.87,44,0,1
2024-12-26,1751.7,41,0,1
2024-12-27,2286.68,51,0,1
2024-12-28,2475.02,57,0,1
2024-12-29,2602.61,60,0,1
2024-12-30,1737.12,38,0,1
2024-12-31,2856.27,63,1,1
